id,survey_number,district,taluk,village,area_acres,land_type,land_use,current_owner_id,latitude,longitude,market_value,status,encumbrance,created_at
709b2f62-0476-44cb-8820-17b447336f90,BLR-012/P-709B,Bengaluru Urban,Bengaluru South,Yelahanka,0.74,Residential,Duplex,c1db0589-ab02-4dc4-8803-bb225d257db6,13.14466,77.606885,50625000.0,clear,None,2026-08-18T11:48:58.756906
21da034f-740e-4be3-8696-44954e927c7d,BLR-013/C-21DA,Bengaluru Urban,Bengaluru North,Marathahalli,0.76,Residential,Row House,9861f3e6-41e2-4823-8edd-53508d2dc7e7,12.959012,77.506848,24515000.0,clear,None,2026-08-18T11:48:58.756951
4f9f3f48-7899-43f1-bf3b-a438b8e40640,BLR-014/2-4F9F,Bengaluru Urban,Anekal,Sarjapur,0.4,Residential,Duplex,65cf51ec-6a84-4797-b53f-9c4736c52f69,13.088864,77.627891,11650000.0,disputed,Court Order,2026-08-18T11:48:58.756999
ae21b62c-02ed-493a-9b93-e4c078af1abc,BLR-015/2-AE21,Bengaluru Urban,Anekal,Hebbal,0.41,Residential,Villa,f90ab632-5c21-4adb-9e75-7a8af6a9068b,12.982732,77.567781,23613000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.757044
0a6debe2-6fcc-4e7d-9548-6f7005e563ca,BLR-016/A-0A6D,Bengaluru Urban,Yelahanka,JP Nagar,2.09,Commercial,Office,c1db0589-ab02-4dc4-8803-bb225d257db6,12.935855,77.44127,163444000.0,clear,None,2026-08-18T11:48:58.757100
0a99591c-4bc3-4cf8-92bf-4e34992d4b1d,BLR-017/Q-0A99,Bengaluru Urban,Bengaluru South,Indiranagar,2.01,Commercial,Mall,d0609965-6800-4b21-bc00-0cd9fc850bf3,13.016621,77.652626,221761000.0,clear,None,2026-08-18T11:48:58.757145
34339098-48d4-4b27-aa77-eb64bd747903,BLR-018/2-3433,Bengaluru Urban,Bengaluru North,Sarjapur,1.28,Commercial,Retail Shop,d0609965-6800-4b21-bc00-0cd9fc850bf3,13.026143,77.744386,39550000.0,clear,None,2026-08-18T11:48:58.757190
f4b5060e-7ecb-4383-9681-e29f8dc7115f,BLR-019/B-F4B5,Bengaluru Urban,Bengaluru North,Marathahalli,1.35,Commercial,Retail Shop,5785d85b-36b1-434c-a776-8dbb362622b2,13.049577,77.597794,54819000.0,disputed,Court Order,2026-08-18T11:48:58.757256
21becaee-408d-4b35-a406-e874e4239e49,BLR-020/C-21BE,Bengaluru Urban,Bengaluru North,Marathahalli,1.36,Commercial,Retail Shop,5785d85b-36b1-434c-a776-8dbb362622b2,13.004065,77.727692,141505000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.757308
bb78253c-bac7-4a9f-8436-b64f2642aa95,BLR-021/B-BB78,Bengaluru Urban,Bengaluru South,Marathahalli,2.28,Commercial,Mall,f90ab632-5c21-4adb-9e75-7a8af6a9068b,12.808157,77.701212,97386000.0,clear,None,2026-08-18T11:48:58.757352
a11e9eda-e73c-49ea-aee1-9d01b2890c61,BLR-022/2-A11E,Bengaluru Urban,Yelahanka,Koramangala,0.22,Commercial,Mall,5785d85b-36b1-434c-a776-8dbb362622b2,13.103024,77.694792,25200000.0,clear,None,2026-08-18T11:48:58.757405
617a7086-ac9c-4238-ba0d-f77c795b7fee,BLR-023/P-617A,Bengaluru Urban,Anekal,Rajajinagar,0.41,Commercial,Mall,f90ab632-5c21-4adb-9e75-7a8af6a9068b,12.933647,77.509805,10162000.0,clear,None,2026-08-18T11:48:58.757456
b32af910-d78d-4510-9bfa-4dce62ddf693,BLR-024/3-B32A,Bengaluru Urban,Yelahanka,Koramangala,0.64,Commercial,Mall,65cf51ec-6a84-4797-b53f-9c4736c52f69,12.835577,77.719892,38241000.0,disputed,Court Order,2026-08-18T11:48:58.757517
9de1e1e1-099e-4b6a-aead-49897c4d65a4,BLR-025/A-9DE1,Bengaluru Urban,Yelahanka,Koramangala,1.18,Commercial,Showroom,9861f3e6-41e2-4823-8edd-53508d2dc7e7,12.830466,77.671064,69117000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.757578
1712986d-ddd2-4aec-a259-3d30fa380b78,BLR-026/3-1712,Bengaluru Urban,Bengaluru North,Hebbal,1.01,Commercial,Showroom,c1db0589-ab02-4dc4-8803-bb225d257db6,13.031123,77.684702,104438000.0,clear,None,2026-08-18T11:48:58.757631
4163b94f-4b89-491a-af2d-c09d5b14078f,BLR-027/B-4163,Bengaluru Urban,Bengaluru North,Malleswaram,0.56,Commercial,Retail Shop,d0609965-6800-4b21-bc00-0cd9fc850bf3,13.014022,77.657229,22662000.0,clear,None,2026-08-18T11:48:58.757699
42cf17b1-f659-481a-8a39-462d6b7e0467,BLR-028/3-42CF,Bengaluru Urban,Yelahanka,Sarjapur,1.13,Commercial,Warehouse,f90ab632-5c21-4adb-9e75-7a8af6a9068b,13.022051,77.518825,61590000.0,clear,None,2026-08-18T11:48:58.757750
d5e6d853-71a2-4b0a-9fb2-1aedc0d0504e,BLR-029/B-D5E6,Bengaluru Urban,Yelahanka,Whitefield,1.94,Commercial,Showroom,f90ab632-5c21-4adb-9e75-7a8af6a9068b,13.065156,77.576206,212089000.0,disputed,Court Order,2026-08-18T11:48:58.757797
2ebf135f-8f9f-4798-b660-0ea27036f782,BLR-030/3-2EBF,Bengaluru Urban,Bengaluru East,Indiranagar,1.48,Commercial,Office,34994167-b83b-429a-93b6-8bd2ac19c9d8,12.930763,77.505318,150455000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.757861
651ab6b2-cd95-4b16-8b3e-358edd838560,BLR-031/C-651A,Bengaluru Urban,Anekal,Rajajinagar,11.24,Agricultural,Horticulture,5785d85b-36b1-434c-a776-8dbb362622b2,12.807329,77.545748,156862000.0,clear,None,2026-08-18T11:48:58.757914
bd0b2052-5af6-4248-ab18-8589a5bf3fdf,BLR-032/C-BD0B,Bengaluru Urban,Bengaluru North,Whitefield,13.88,Agricultural,Plantation,5785d85b-36b1-434c-a776-8dbb362622b2,12.961684,77.7138,202859000.0,clear,None,2026-08-18T11:48:58.757977
cde4a3b8-c754-4087-b526-735da11b8d90,BLR-033/A-CDE4,Bengaluru Urban,Yelahanka,Hebbal,4.92,Agricultural,Plantation,9861f3e6-41e2-4823-8edd-53508d2dc7e7,12.797447,77.698467,37684000.0,clear,None,2026-08-18T11:48:58.758029
1603771a-6814-455b-84be-9ec072381ac8,BLR-034/B-1603,Bengaluru Urban,Anekal,BTM Layout,8.86,Agricultural,Horticulture,b0a52fe3-03aa-46ae-8ba9-b06b9dde8149,12.907236,77.443425,114915000.0,disputed,Court Order,2026-08-18T11:48:58.758089
f2261160-0a4f-4ef1-8371-53d6e30d46f4,BLR-035/P-F226,Bengaluru Urban,Anekal,Malleswaram,5.03,Agricultural,Farming,b0a52fe3-03aa-46ae-8ba9-b06b9dde8149,12.885304,77.575258,93586000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.758150
9959c8d5-ee83-4bf1-8ff9-927553a94f1e,BLR-036/C-9959,Bengaluru Urban,Bengaluru South,Bannerghatta,8.29,Agricultural,Orchard,b0a52fe3-03aa-46ae-8ba9-b06b9dde8149,13.104156,77.713901,87632000.0,clear,None,2026-08-18T11:48:58.758213
a0d06f50-0e4b-42e9-bb99-ac675d011db5,BLR-037/1-A0D0,Bengaluru Urban,Anekal,Bannerghatta,9.84,Agricultural,Orchard,b0a52fe3-03aa-46ae-8ba9-b06b9dde8149,12.802503,77.734639,108559000.0,clear,None,2026-08-18T11:48:58.758256
df59b83a-b654-43b1-95fa-aa732905b4c0,BLR-038/Q-DF59,Bengaluru Urban,Bengaluru East,Marathahalli,1.81,Agricultural,Orchard,65cf51ec-6a84-4797-b53f-9c4736c52f69,13.131884,77.59656,32774000.0,clear,None,2026-08-18T11:48:58.758310
f28b1e79-3a6b-47c5-84ef-a00d0bf32eb2,BLR-039/C-F28B,Bengaluru Urban,Anekal,HSR Layout,3.69,Agricultural,Plantation,f90ab632-5c21-4adb-9e75-7a8af6a9068b,13.148222,77.680755,25438000.0,disputed,Court Order,2026-08-18T11:48:58.758370
3929a0d8-c0cc-4bc0-8049-354639e2d676,BLR-040/P-3929,Bengaluru Urban,Bengaluru South,HSR Layout,13.81,Agricultural,Orchard,b0a52fe3-03aa-46ae-8ba9-b06b9dde8149,12.914838,77.542143,204886000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.758431
3861266d-ffef-4a27-914f-0fe9aa27cc4a,BLR-041/Q-3861,Bengaluru Urban,Bengaluru South,Indiranagar,14.52,Agricultural,Farming,5785d85b-36b1-434c-a776-8dbb362622b2,13.143648,77.471459,186368000.0,clear,None,2026-08-18T11:48:58.758489
eb60111d-e4f5-4e66-a41a-2451137689fc,BLR-042/1-EB60,Bengaluru Urban,Anekal,Whitefield,12.66,Agricultural,Orchard,34994167-b83b-429a-93b6-8bd2ac19c9d8,12.977101,77.445826,165975000.0,clear,None,2026-08-18T11:48:58.758549
5be0a720-d12b-49c1-9a6d-6180ae2c8d93,BLR-043/3-5BE0,Bengaluru Urban,Anekal,BTM Layout,11.72,Agricultural,Orchard,9861f3e6-41e2-4823-8edd-53508d2dc7e7,13.080318,77.711817,171884000.0,clear,None,2026-08-18T11:48:58.758594
cdcd4e77-b26b-4d74-9bf0-61d4057a9492,BLR-044/P-CDCD,Bengaluru Urban,Yelahanka,HSR Layout,13.24,Agricultural,Orchard,34994167-b83b-429a-93b6-8bd2ac19c9d8,13.118036,77.549832,176576000.0,disputed,Court Order,2026-08-18T11:48:58.758652
eaea3d7b-8f36-4be0-9a42-011367abb701,BLR-045/3-EAEA,Bengaluru Urban,Bengaluru East,Jayanagar,14.81,Agricultural,Horticulture,34994167-b83b-429a-93b6-8bd2ac19c9d8,12.97925,77.563482,96106000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.758715
905cd121-642b-482e-8c38-c7676fa11301,BLR-046/2-905C,Bengaluru Urban,Bengaluru North,Malleswaram,7.56,Industrial,Workshop,5785d85b-36b1-434c-a776-8dbb362622b2,13.137948,77.456834,443349000.0,clear,None,2026-08-18T11:48:58.758773
576dcea8-d711-4efd-84ec-7e9ffa52c860,BLR-047/C-576D,Bengaluru Urban,Bengaluru East,Jayanagar,3.66,Industrial,Workshop,f90ab632-5c21-4adb-9e75-7a8af6a9068b,13.091611,77.594349,147974000.0,clear,None,2026-08-18T11:48:58.758817
2771bc89-6079-40c8-b635-161f75eafc10,BLR-048/2-2771,Bengaluru Urban,Anekal,Koramangala,6.64,Industrial,Manufacturing,34994167-b83b-429a-93b6-8bd2ac19c9d8,13.119118,77.453126,72722000.0,clear,None,2026-08-18T11:48:58.758875
5883f96b-bab7-491a-977e-f572037a6304,BLR-049/1-5883,Bengaluru Urban,Anekal,Malleswaram,2.9,Industrial,Manufacturing,c1db0589-ab02-4dc4-8803-bb225d257db6,13.124297,77.660994,59944000.0,disputed,Court Order,2026-08-18T11:48:58.758921
0ef3dae2-9322-400f-aefe-a067c0d89fa5,BLR-050/3-0EF3,Bengaluru Urban,Bengaluru East,Koramangala,4.43,Industrial,Manufacturing,d0609965-6800-4b21-bc00-0cd9fc850bf3,12.919692,77.753411,127000000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.758969
058c9f5b-0607-4ea9-9b13-c4dc85dcde9a,BLR-051/P-058C,Bengaluru Urban,Bengaluru North,Bannerghatta,7.34,Industrial,IT Park,d0609965-6800-4b21-bc00-0cd9fc850bf3,13.143742,77.620506,108784000.0,clear,None,2026-08-18T11:48:58.759018
d522c026-cb90-4b34-92a8-b6fa72ad12d5,BLR-052/1-D522,Bengaluru Urban,Bengaluru East,Marathahalli,7.75,Industrial,Workshop,5785d85b-36b1-434c-a776-8dbb362622b2,13.140341,77.519521,329843000.0,clear,None,2026-08-18T11:48:58.759061
8426c86e-6473-40b9-8df9-43c61ecc08a7,BLR-053/3-8426,Bengaluru Urban,Anekal,Whitefield,4.94,Industrial,Factory,f90ab632-5c21-4adb-9e75-7a8af6a9068b,13.023811,77.647428,281157000.0,clear,None,2026-08-18T11:48:58.759127
34db1e82-5061-471c-9eac-6aa1008f49c3,BLR-054/1-34DB,Bengaluru Urban,Bengaluru South,Electronic City,2.12,Industrial,IT Park,d0609965-6800-4b21-bc00-0cd9fc850bf3,12.993146,77.759647,38390000.0,disputed,Court Order,2026-08-18T11:48:58.759181
2d077d30-3b2c-4ba6-8dfb-69cc78932822,BLR-055/C-2D07,Bengaluru Urban,Bengaluru South,Electronic City,3.02,Industrial,Manufacturing,f90ab632-5c21-4adb-9e75-7a8af6a9068b,12.858955,77.717715,116486000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.759249
0b4cc539-d112-41be-bc7d-348abf10258e,BLR-056/Q-0B4C,Bengaluru Urban,Bengaluru South,Electronic City,1.72,Industrial,Manufacturing,c1db0589-ab02-4dc4-8803-bb225d257db6,13.090425,77.685084,37127000.0,clear,None,2026-08-18T11:48:58.759293
f5fa6b0b-e6d8-4e64-81ff-b5b0582aabbc,BLR-057/P-F5FA,Bengaluru Urban,Bengaluru South,Marathahalli,5.43,Industrial,IT Park,9861f3e6-41e2-4823-8edd-53508d2dc7e7,13.017613,77.549662,53507000.0,clear,None,2026-08-18T11:48:58.759347
08e179ab-4f78-4317-a9ed-01fd8b036edb,BLR-058/2-08E1,Bengaluru Urban,Bengaluru East,Indiranagar,1.58,Industrial,Logistics,b0a52fe3-03aa-46ae-8ba9-b06b9dde8149,13.030823,77.648208,13590000.0,clear,None,2026-08-18T11:48:58.759404
64e4c7d4-a431-4000-a4bd-586a6cd79c3d,BLR-059/B-64E4,Bengaluru Urban,Bengaluru North,Whitefield,6.11,Industrial,IT Park,65cf51ec-6a84-4797-b53f-9c4736c52f69,12.918153,77.56918,291053000.0,disputed,Court Order,2026-08-18T11:48:58.759464
827caaa5-7d28-4d60-a622-dd006f3f0def,BLR-060/P-827C,Bengaluru Urban,Bengaluru East,Electronic City,6.37,Industrial,IT Park,34994167-b83b-429a-93b6-8bd2ac19c9d8,12.944087,77.55942,252806000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.759521
6fe2e902-05f5-43c8-83ff-2a2b96d833b5,BLRR-001/3-6FE2,Bengaluru Rural,Nelamangala,Vijayapura,0.45,Residential,Villa,5785d85b-36b1-434c-a776-8dbb362622b2,13.13818,77.75702,8454000.0,clear,None,2026-08-18T11:48:58.759579
e3fb2ce1-d064-4564-baa2-ae5375bc76f9,BLRR-002/2-E3FB,Bengaluru Rural,Hoskote,Vijayapura,0.12,Residential,Villa,b0a52fe3-03aa-46ae-8ba9-b06b9dde8149,13.215698,77.514568,1960000.0,clear,None,2026-08-18T11:48:58.759633
1148bd15-4781-456d-8719-a7ebb08d1bfd,BLRR-003/3-1148,Bengaluru Rural,Nelamangala,Doddaballapur Cross,0.23,Residential,Villa,9861f3e6-41e2-4823-8edd-53508d2dc7e7,13.410422,77.421445,5132000.0,clear,None,2026-08-18T11:48:58.759707
9801e0cf-5646-4a52-96f5-d0e9a7864bad,BLRR-004/B-9801,Bengaluru Rural,Devanahalli,Nelamangala Highway,0.15,Residential,Apartment,65cf51ec-6a84-4797-b53f-9c4736c52f69,13.057668,77.679384,1960000.0,disputed,Court Order,2026-08-18T11:48:58.759754
35de8faf-af3b-4ce7-ae7e-12d50d687fdb,BLRR-005/1-35DE,Bengaluru Rural,Devanahalli,Budigere Cross,0.64,Residential,Duplex,f90ab632-5c21-4adb-9e75-7a8af6a9068b,13.176645,77.584807,9763000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.759808
a586f05d-5916-4374-8b10-f34b9fa66195,BLRR-006/2-A586,Bengaluru Rural,Nelamangala,Hoskote Industrial,0.13,Residential,Housing,c1db0589-ab02-4dc4-8803-bb225d257db6,13.126049,77.454524,2117000.0,clear,None,2026-08-18T11:48:58.759879
4c2df269-b00c-426d-abd0-f24200b1e893,BLRR-007/P-4C2D,Bengaluru Rural,Devanahalli,Vijayapura,0.51,Residential,Apartment,9861f3e6-41e2-4823-8edd-53508d2dc7e7,13.401415,77.754013,4452000.0,clear,None,2026-08-18T11:48:58.759940
657aa389-a522-44b3-94b4-bd56d9b19a6f,BLRR-008/C-657A,Bengaluru Rural,Doddaballapura,Nelamangala Highway,0.46,Residential,Housing,5785d85b-36b1-434c-a776-8dbb362622b2,13.39225,77.404242,8261000.0,clear,None,2026-08-18T11:48:58.759998
dfcb50fc-ea73-4ac8-b59f-de4a45938f88,BLRR-009/1-DFCB,Bengaluru Rural,Hoskote,Vijayapura,0.11,Residential,Row House,f90ab632-5c21-4adb-9e75-7a8af6a9068b,13.333894,77.633987,1960000.0,disputed,Court Order,2026-08-18T11:48:58.760059
74ccd7b0-1470-40c6-afe7-29119d47b4b7,BLRR-010/P-74CC,Bengaluru Rural,Nelamangala,Devanahalli Town,0.17,Residential,Apartment,9861f3e6-41e2-4823-8edd-53508d2dc7e7,13.268174,77.670351,4506000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.760121
047854ef-b53b-4681-8784-423050862fd3,BLRR-011/C-0478,Bengaluru Rural,Hoskote,Devanahalli Town,0.36,Residential,Row House,34994167-b83b-429a-93b6-8bd2ac19c9d8,13.345207,77.576714,6239000.0,clear,None,2026-08-18T11:48:58.760186
c7b8bfb9-48cd-4be3-9661-d2a413a2ccae,BLRR-012/C-C7B8,Bengaluru Rural,Doddaballapura,Vijayapura,0.54,Residential,Apartment,c1db0589-ab02-4dc4-8803-bb225d257db6,13.304078,77.474633,7233000.0,clear,None,2026-08-18T11:48:58.760240
6ecd01a2-88f9-4cfd-bfef-a638e5753d87,BLRR-013/2-6ECD,Bengaluru Rural,Nelamangala,Doddaballapur Cross,0.35,Residential,Duplex,65cf51ec-6a84-4797-b53f-9c4736c52f69,13.047128,77.650228,6095000.0,clear,None,2026-08-18T11:48:58.760301
2f119666-b0c2-4a9c-b552-006ed465b324,BLRR-014/C-2F11,Bengaluru Rural,Doddaballapura,Hoskote Industrial,0.36,Residential,Villa,f90ab632-5c21-4adb-9e75-7a8af6a9068b,13.260761,77.729648,5250000.0,disputed,Court Order,2026-08-18T11:48:58.760356
9b49e539-a172-4ccc-9345-4d2018affb4b,BLRR-015/3-9B49,Bengaluru Rural,Doddaballapura,Nelamangala Highway,0.8,Residential,Villa,d0609965-6800-4b21-bc00-0cd9fc850bf3,13.229071,77.667046,5876000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.760419
b004221a-f2bb-4d59-aa74-a834c025a728,BLRR-016/C-B004,Bengaluru Rural,Devanahalli,Nelamangala Highway,1.85,Commercial,Warehouse,65cf51ec-6a84-4797-b53f-9c4736c52f69,13.080094,77.412605,17137000.0,clear,None,2026-08-18T11:48:58.760463
58e2564e-f614-4601-8a68-a2dc0fd014e5,BLRR-017/Q-58E2,Bengaluru Rural,Hoskote,Bagalur,1.06,Commercial,Office,5785d85b-36b1-434c-a776-8dbb362622b2,13.170089,77.412533,21931000.0,clear,None,2026-08-18T11:48:58.760529
1ea19b34-8411-4f51-aaf4-864bf32b69ec,BLRR-018/B-1EA1,Bengaluru Rural,Doddaballapura,Nelamangala Highway,1.0,Commercial,Showroom,c1db0589-ab02-4dc4-8803-bb225d257db6,13.303518,77.520951,37744000.0,clear,None,2026-08-18T11:48:58.760586
4d684991-14cd-4182-9873-dcddc5a13a6c,BLRR-019/A-4D68,Bengaluru Rural,Devanahalli,Vijayapura,2.42,Commercial,Warehouse,5785d85b-36b1-434c-a776-8dbb362622b2,13.288015,77.723044,65314000.0,disputed,Court Order,2026-08-18T11:48:58.760633
e60956c3-fc41-4598-b0fd-29d76e48ce06,BLRR-020/Q-E609,Bengaluru Rural,Doddaballapura,Budigere Cross,0.21,Commercial,Showroom,5785d85b-36b1-434c-a776-8dbb362622b2,13.327486,77.588291,4611000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.760689
09a61b38-dacc-49f6-9c4f-e6e4fae21734,BLRR-021/2-09A6,Bengaluru Rural,Nelamangala,Vijayapura,1.4,Commercial,Office,65cf51ec-6a84-4797-b53f-9c4736c52f69,13.043109,77.425131,43657000.0,clear,None,2026-08-18T11:48:58.760772
575ae00e-87ad-4407-9bc9-6e3e420e3436,BLRR-022/2-575A,Bengaluru Rural,Doddaballapura,Nelamangala Highway,0.63,Commercial,Office,d0609965-6800-4b21-bc00-0cd9fc850bf3,13.102518,77.572539,12470000.0,clear,None,2026-08-18T11:48:58.760917
8e3be749-bca6-4cb0-b8e8-f8c4f1fa9135,BLRR-023/A-8E3B,Bengaluru Rural,Hoskote,Devanahalli Town,0.75,Commercial,Showroom,c1db0589-ab02-4dc4-8803-bb225d257db6,13.289906,77.734443,10958000.0,clear,None,2026-08-18T11:48:58.761006
52173862-770d-4a2f-aa7a-9a7ef227897a,BLRR-024/Q-5217,Bengaluru Rural,Nelamangala,Budigere Cross,0.93,Commercial,Showroom,9861f3e6-41e2-4823-8edd-53508d2dc7e7,13.188801,77.414322,4987000.0,disputed,Court Order,2026-08-18T11:48:58.761076
32acc3c0-c841-4e1f-a7cc-0bf11cf6a2c3,BLRR-025/1-32AC,Bengaluru Rural,Doddaballapura,Devanahalli Town,2.16,Commercial,Warehouse,5785d85b-36b1-434c-a776-8dbb362622b2,13.373555,77.739948,94563000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.761140
7b0be99e-4a8c-437b-82a4-128a9119907e,BLRR-026/2-7B0B,Bengaluru Rural,Devanahalli,Budigere Cross,2.25,Commercial,Office,d0609965-6800-4b21-bc00-0cd9fc850bf3,13.372835,77.619651,82616000.0,clear,None,2026-08-18T11:48:58.761203
86bde0d8-9add-4116-9a7c-d8276da05db5,BLRR-027/2-86BD,Bengaluru Rural,Hoskote,Vijayapura,1.45,Commercial,Warehouse,9861f3e6-41e2-4823-8edd-53508d2dc7e7,13.10254,77.62847,28030000.0,clear,None,2026-08-18T11:48:58.761270
b77217e4-425d-4b6c-80d4-b597f86b6e35,BLRR-028/2-B772,Bengaluru Rural,Doddaballapura,Devanahalli Town,1.6,Commercial,Showroom,d0609965-6800-4b21-bc00-0cd9fc850bf3,13.221565,77.559667,21855000.0,clear,None,2026-08-18T11:48:58.761332
b0cf300d-b2f0-42f3-83f3-6dcc373b5844,BLRR-029/B-B0CF,Bengaluru Rural,Doddaballapura,Nelamangala Highway,1.3,Commercial,Mall,d0609965-6800-4b21-bc00-0cd9fc850bf3,13.126005,77.710621,20986000.0,disputed,Court Order,2026-08-18T11:48:58.761401
e4d0f9f8-d6e7-4e5a-9b35-659e37b01b03,BLRR-030/P-E4D0,Bengaluru Rural,Hoskote,Vijayapura,1.61,Commercial,Warehouse,c1db0589-ab02-4dc4-8803-bb225d257db6,13.306826,77.387821,32613000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.761456
5d60fe22-b9f1-46c7-b918-5ad3185ad92b,BLRR-031/B-5D60,Bengaluru Rural,Nelamangala,Doddaballapur Cross,10.54,Agricultural,Plantation,9861f3e6-41e2-4823-8edd-53508d2dc7e7,13.19518,77.447124,9609000.0,clear,None,2026-08-18T11:48:58.761500
d3fb0eea-17f3-491a-9572-9869855a35c6,BLRR-032/Q-D3FB,Bengaluru Rural,Devanahalli,Bagalur,3.07,Agricultural,Orchard,65cf51ec-6a84-4797-b53f-9c4736c52f69,13.060022,77.620465,21380000.0,clear,None,2026-08-18T11:48:58.761551
7492c41e-5bde-4ef9-8568-16abb32e0be6,BLRR-033/A-7492,Bengaluru Rural,Nelamangala,Vijayapura,9.88,Agricultural,Plantation,b0a52fe3-03aa-46ae-8ba9-b06b9dde8149,13.229936,77.761145,62868000.0,clear,None,2026-08-18T11:48:58.761605
618bd9ca-35a8-434b-8a54-8b24930ebacd,BLRR-034/Q-618B,Bengaluru Rural,Doddaballapura,Hoskote Industrial,10.76,Agricultural,Grazing,d0609965-6800-4b21-bc00-0cd9fc850bf3,13.358676,77.655326,62285000.0,disputed,Court Order,2026-08-18T11:48:58.761659
35aec8d6-6b6a-427e-93d2-6e7cf8550bb9,BLRR-035/2-35AE,Bengaluru Rural,Hoskote,Doddaballapur Cross,8.08,Agricultural,Grazing,b0a52fe3-03aa-46ae-8ba9-b06b9dde8149,13.32761,77.722853,25637000.0,mortgaged,Bank Mortgage,2026-08-18T11:48:58.761713
