id,survey_number,district,taluk,village,area_acres,land_type,land_use,current_owner_id,latitude,longitude,market_value,status,encumbrance,created_at,location_url
1e45661d-2eb1-4484-bc04-7aa975f4c8df,BLR-016/A-1E45,Bengaluru Urban,Yelahanka,JP Nagar,2.09,Commercial,Office,c0dc331c-861c-4bb1-99dc-69d39c226fe6,12.935855,77.44127,163444000.0,clear,None,2026-08-20T15:25:51.543244,
0b0fbe6a-76bb-44a2-b2e4-7cdccb20083a,BLR-017/Q-0B0F,Bengaluru Urban,Bengaluru South,Indiranagar,2.01,Commercial,Mall,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,13.016621,77.652626,221761000.0,clear,None,2026-08-20T15:25:51.543279,
0621d252-c6f2-49a8-8c76-ece355e80df8,BLR-018/2-0621,Bengaluru Urban,Bengaluru North,Sarjapur,1.28,Commercial,Retail Shop,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,13.026143,77.744386,39550000.0,clear,None,2026-08-20T15:25:51.543313,
7ee35808-0472-414c-91ab-626673f14c5d,BLR-019/B-7EE3,Bengaluru Urban,Bengaluru North,Marathahalli,1.35,Commercial,Retail Shop,bf63502d-5134-47ad-8652-6e15c33425b7,13.049577,77.597794,54819000.0,disputed,Court Order,2026-08-20T15:25:51.543359,
14ad25fb-1f5a-4124-b163-cba122ac57a3,BLR-020/C-14AD,Bengaluru Urban,Bengaluru North,Marathahalli,1.36,Commercial,Retail Shop,bf63502d-5134-47ad-8652-6e15c33425b7,13.004065,77.727692,141505000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.543401,
ed6eda0c-5761-44e7-aad1-cafb3de29aa6,BLR-021/B-ED6E,Bengaluru Urban,Bengaluru South,Marathahalli,2.28,Commercial,Mall,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,12.808157,77.701212,97386000.0,clear,None,2026-08-20T15:25:51.543435,
1f920b66-929b-4773-af6c-204907d7e670,BLR-022/2-1F92,Bengaluru Urban,Yelahanka,Koramangala,0.22,Commercial,Mall,bf63502d-5134-47ad-8652-6e15c33425b7,13.103024,77.694792,25200000.0,clear,None,2026-08-20T15:25:51.543474,
4b80a6c7-3aba-4704-a115-dd3cee05be06,BLR-023/P-4B80,Bengaluru Urban,Anekal,Rajajinagar,0.41,Commercial,Mall,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,12.933647,77.509805,10162000.0,clear,None,2026-08-20T15:25:51.543514,
f7a6cd85-350e-47d3-a9c9-fbe0861fa989,BLR-024/3-F7A6,Bengaluru Urban,Yelahanka,Koramangala,0.64,Commercial,Mall,09b9f80b-169e-4a15-9820-882165fe5129,12.835577,77.719892,38241000.0,disputed,Court Order,2026-08-20T15:25:51.543569,
239b4b64-4c0c-4213-86b7-32bf6dac5bc3,BLR-025/A-239B,Bengaluru Urban,Yelahanka,Koramangala,1.18,Commercial,Showroom,9d9734a7-1703-4db3-82ad-825e8a41a5ea,12.830466,77.671064,69117000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.543615,
c41ce1e2-2bec-462c-a7e9-8242edf7f8a1,BLR-026/3-C41C,Bengaluru Urban,Bengaluru North,Hebbal,1.01,Commercial,Showroom,c0dc331c-861c-4bb1-99dc-69d39c226fe6,13.031123,77.684702,104438000.0,clear,None,2026-08-20T15:25:51.543655,
3746c2dc-3843-40f6-bc41-060998d7c861,BLR-027/B-3746,Bengaluru Urban,Bengaluru North,Malleswaram,0.56,Commercial,Retail Shop,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,13.014022,77.657229,22662000.0,clear,None,2026-08-20T15:25:51.543696,
bae67161-db7c-4524-862a-8cfde8755b93,BLR-028/3-BAE6,Bengaluru Urban,Yelahanka,Sarjapur,1.13,Commercial,Warehouse,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,13.022051,77.518825,61590000.0,clear,None,2026-08-20T15:25:51.543735,
ce33c89e-4c27-4022-9b70-6773de6baee9,BLR-029/B-CE33,Bengaluru Urban,Yelahanka,Whitefield,1.94,Commercial,Showroom,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,13.065156,77.576206,212089000.0,disputed,Court Order,2026-08-20T15:25:51.543767,
a3eaa3e4-bb79-4641-bedb-736cb9766b3b,BLR-030/3-A3EA,Bengaluru Urban,Bengaluru East,Indiranagar,1.48,Commercial,Office,518a99c7-276c-4f5f-98ae-e92d9bf6b3ac,12.930763,77.505318,150455000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.543816,
b4fdc36b-eb1d-49b7-837d-14f2a2152123,BLR-031/C-B4FD,Bengaluru Urban,Anekal,Rajajinagar,11.24,Agricultural,Horticulture,bf63502d-5134-47ad-8652-6e15c33425b7,12.807329,77.545748,156862000.0,clear,None,2026-08-20T15:25:51.543857,
150ad3cb-8c05-4c66-92ff-b7850256a4ea,BLR-032/C-150A,Bengaluru Urban,Bengaluru North,Whitefield,13.88,Agricultural,Plantation,bf63502d-5134-47ad-8652-6e15c33425b7,12.961684,77.7138,202859000.0,clear,None,2026-08-20T15:25:51.543903,
a8763871-f790-4497-a4c3-c243eadd2e41,BLR-033/A-A876,Bengaluru Urban,Yelahanka,Hebbal,4.92,Agricultural,Plantation,9d9734a7-1703-4db3-82ad-825e8a41a5ea,12.797447,77.698467,37684000.0,clear,None,2026-08-20T15:25:51.543944,
969263cf-1bea-49a5-9037-3701b743cfb0,BLR-034/B-9692,Bengaluru Urban,Anekal,BTM Layout,8.86,Agricultural,Horticulture,72a28988-7259-4102-9ae0-452ede3ba196,12.907236,77.443425,114915000.0,disputed,Court Order,2026-08-20T15:25:51.543986,
2b77719c-fac1-4210-a7b3-1ae2ab6fe416,BLR-035/P-2B77,Bengaluru Urban,Anekal,Malleswaram,5.03,Agricultural,Farming,72a28988-7259-4102-9ae0-452ede3ba196,12.885304,77.575258,93586000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.544026,
889e740b-6c77-46d4-89c2-76bcd9c09a8a,BLR-036/C-889E,Bengaluru Urban,Bengaluru South,Bannerghatta,8.29,Agricultural,Orchard,72a28988-7259-4102-9ae0-452ede3ba196,13.104156,77.713901,87632000.0,clear,None,2026-08-20T15:25:51.544073,
b40a7288-eaa1-4be8-bf10-364dd50dc88a,BLR-037/1-B40A,Bengaluru Urban,Anekal,Bannerghatta,9.84,Agricultural,Orchard,72a28988-7259-4102-9ae0-452ede3ba196,12.802503,77.734639,108559000.0,clear,None,2026-08-20T15:25:51.544108,
ab8479a3-e378-4c2a-bd74-438ffd3a7b6d,BLR-038/Q-AB84,Bengaluru Urban,Bengaluru East,Marathahalli,1.81,Agricultural,Orchard,09b9f80b-169e-4a15-9820-882165fe5129,13.131884,77.59656,32774000.0,clear,None,2026-08-20T15:25:51.544146,
42caab3f-70c7-46e7-9d12-cfbc9c84ffe3,BLR-039/C-42CA,Bengaluru Urban,Anekal,HSR Layout,3.69,Agricultural,Plantation,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,13.148222,77.680755,25438000.0,disputed,Court Order,2026-08-20T15:25:51.544192,
c63a3b2e-ff7b-4115-971e-5928caedbf55,BLR-040/P-C63A,Bengaluru Urban,Bengaluru South,HSR Layout,13.81,Agricultural,Orchard,72a28988-7259-4102-9ae0-452ede3ba196,12.914838,77.542143,204886000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.544236,
d0e3096e-acf7-49cc-abfb-8d06d2bdece0,BLR-041/Q-D0E3,Bengaluru Urban,Bengaluru South,Indiranagar,14.52,Agricultural,Farming,bf63502d-5134-47ad-8652-6e15c33425b7,13.143648,77.471459,186368000.0,clear,None,2026-08-20T15:25:51.544280,
10e6fb79-b31d-4ed6-9315-49afec67fe34,BLR-042/1-10E6,Bengaluru Urban,Anekal,Whitefield,12.66,Agricultural,Orchard,518a99c7-276c-4f5f-98ae-e92d9bf6b3ac,12.977101,77.445826,165975000.0,clear,None,2026-08-20T15:25:51.544320,
691cd042-7ada-47ad-85bc-29f3132e64d7,BLR-043/3-691C,Bengaluru Urban,Anekal,BTM Layout,11.72,Agricultural,Orchard,9d9734a7-1703-4db3-82ad-825e8a41a5ea,13.080318,77.711817,171884000.0,clear,None,2026-08-20T15:25:51.544354,
9549ba4d-6ff2-4fe0-a3d9-29c7ceece050,BLR-044/P-9549,Bengaluru Urban,Yelahanka,HSR Layout,13.24,Agricultural,Orchard,518a99c7-276c-4f5f-98ae-e92d9bf6b3ac,13.118036,77.549832,176576000.0,disputed,Court Order,2026-08-20T15:25:51.544412,
d65aa44f-91d6-4b13-91ef-d48809c72e14,BLR-045/3-D65A,Bengaluru Urban,Bengaluru East,Jayanagar,14.81,Agricultural,Horticulture,518a99c7-276c-4f5f-98ae-e92d9bf6b3ac,12.97925,77.563482,96106000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.544455,
74821cc8-c107-46c4-b565-f41d2ccec879,BLR-046/2-7482,Bengaluru Urban,Bengaluru North,Malleswaram,7.56,Industrial,Workshop,bf63502d-5134-47ad-8652-6e15c33425b7,13.137948,77.456834,443349000.0,clear,None,2026-08-20T15:25:51.544505,
b2742192-ffd7-4a85-9885-c2ee3a85af06,BLR-047/C-B274,Bengaluru Urban,Bengaluru East,Jayanagar,3.66,Industrial,Workshop,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,13.091611,77.594349,147974000.0,clear,None,2026-08-20T15:25:51.544536,
93213140-3454-4866-bf22-a7fc7442e686,BLR-048/2-9321,Bengaluru Urban,Anekal,Koramangala,6.64,Industrial,Manufacturing,518a99c7-276c-4f5f-98ae-e92d9bf6b3ac,13.119118,77.453126,72722000.0,clear,None,2026-08-20T15:25:51.544575,
bbb9ab25-3b5f-4511-85c5-7aa916f43450,BLR-049/1-BBB9,Bengaluru Urban,Anekal,Malleswaram,2.9,Industrial,Manufacturing,c0dc331c-861c-4bb1-99dc-69d39c226fe6,13.124297,77.660994,59944000.0,disputed,Court Order,2026-08-20T15:25:51.544611,
349aba3e-5a1a-4e1c-8652-bd204c2cd0d3,BLR-050/3-349A,Bengaluru Urban,Bengaluru East,Koramangala,4.43,Industrial,Manufacturing,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,12.919692,77.753411,127000000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.544646,
35af0cf2-3ce7-4599-906f-e3e643186d17,BLR-051/P-35AF,Bengaluru Urban,Bengaluru North,Bannerghatta,7.34,Industrial,IT Park,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,13.143742,77.620506,108784000.0,clear,None,2026-08-20T15:25:51.544679,
cdd01c5f-fca2-44f3-81cb-2045bbefdffc,BLR-052/1-CDD0,Bengaluru Urban,Bengaluru East,Marathahalli,7.75,Industrial,Workshop,bf63502d-5134-47ad-8652-6e15c33425b7,13.140341,77.519521,329843000.0,clear,None,2026-08-20T15:25:51.544712,
0989ce68-ac53-4d00-8d38-fe89e0d4589f,BLR-053/3-0989,Bengaluru Urban,Anekal,Whitefield,4.94,Industrial,Factory,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,13.023811,77.647428,281157000.0,clear,None,2026-08-20T15:25:51.544756,
3bba5ad1-911c-42ce-86cd-91ea8ca32f48,BLR-054/1-3BBA,Bengaluru Urban,Bengaluru South,Electronic City,2.12,Industrial,IT Park,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,12.993146,77.759647,38390000.0,disputed,Court Order,2026-08-20T15:25:51.544796,
b6668f6f-5c5c-40b8-800f-0f3f36b7d3c3,BLR-055/C-B666,Bengaluru Urban,Bengaluru South,Electronic City,3.02,Industrial,Manufacturing,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,12.858955,77.717715,116486000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.544840,
a44f89a2-19c1-4472-80dd-c39e0200010a,BLR-056/Q-A44F,Bengaluru Urban,Bengaluru South,Electronic City,1.72,Industrial,Manufacturing,c0dc331c-861c-4bb1-99dc-69d39c226fe6,13.090425,77.685084,37127000.0,clear,None,2026-08-20T15:25:51.544874,
a2c1e824-95dd-49c3-a64b-cfe865aff8df,BLR-057/P-A2C1,Bengaluru Urban,Bengaluru South,Marathahalli,5.43,Industrial,IT Park,9d9734a7-1703-4db3-82ad-825e8a41a5ea,13.017613,77.549662,53507000.0,clear,None,2026-08-20T15:25:51.544915,
91cdc431-aa5e-442e-b372-1a944eb5552d,BLR-058/2-91CD,Bengaluru Urban,Bengaluru East,Indiranagar,1.58,Industrial,Logistics,72a28988-7259-4102-9ae0-452ede3ba196,13.030823,77.648208,13590000.0,clear,None,2026-08-20T15:25:51.544952,
bc124166-edb4-48cb-8d3c-bf19f7e2b268,BLR-059/B-BC12,Bengaluru Urban,Bengaluru North,Whitefield,6.11,Industrial,IT Park,09b9f80b-169e-4a15-9820-882165fe5129,12.918153,77.56918,291053000.0,disputed,Court Order,2026-08-20T15:25:51.544997,
90767464-393f-461c-b612-d738ee3dc6a0,BLR-060/P-9076,Bengaluru Urban,Bengaluru East,Electronic City,6.37,Industrial,IT Park,518a99c7-276c-4f5f-98ae-e92d9bf6b3ac,12.944087,77.55942,252806000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.545035,
e9b8c0d0-f3b6-4e03-97c8-e53139260657,BLRR-001/3-E9B8,Bengaluru Rural,Nelamangala,Vijayapura,0.45,Residential,Villa,bf63502d-5134-47ad-8652-6e15c33425b7,13.13818,77.75702,8454000.0,clear,None,2026-08-20T15:25:51.545073,
d27441a9-2163-4f92-8ad2-4be7b96f298e,BLRR-002/2-D274,Bengaluru Rural,Hoskote,Vijayapura,0.12,Residential,Villa,72a28988-7259-4102-9ae0-452ede3ba196,13.215698,77.514568,1960000.0,clear,None,2026-08-20T15:25:51.545115,
421a1119-aa37-4b21-aacf-e625b40e63c7,BLRR-003/3-421A,Bengaluru Rural,Nelamangala,Doddaballapur Cross,0.23,Residential,Villa,9d9734a7-1703-4db3-82ad-825e8a41a5ea,13.410422,77.421445,5132000.0,clear,None,2026-08-20T15:25:51.545161,
0675b5c2-686e-48ea-a60c-2b782492dc35,BLRR-004/B-0675,Bengaluru Rural,Devanahalli,Nelamangala Highway,0.15,Residential,Apartment,09b9f80b-169e-4a15-9820-882165fe5129,13.057668,77.679384,1960000.0,disputed,Court Order,2026-08-20T15:25:51.545193,
424eb5d6-12ae-4896-ad36-ff8500c0a27c,BLRR-005/1-424E,Bengaluru Rural,Devanahalli,Budigere Cross,0.64,Residential,Duplex,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,13.176645,77.584807,9763000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.545231,
e9d6c700-aa32-4d47-ba14-4e41097312c6,BLRR-006/2-E9D6,Bengaluru Rural,Nelamangala,Hoskote Industrial,0.13,Residential,Housing,c0dc331c-861c-4bb1-99dc-69d39c226fe6,13.126049,77.454524,2117000.0,clear,None,2026-08-20T15:25:51.545271,
ad10e6a0-cec8-4c3d-af47-fd8a3c2dff2a,BLRR-007/P-AD10,Bengaluru Rural,Devanahalli,Vijayapura,0.51,Residential,Apartment,9d9734a7-1703-4db3-82ad-825e8a41a5ea,13.401415,77.754013,4452000.0,clear,None,2026-08-20T15:25:51.545311,
1ded7030-72a4-4563-a74c-abef8daa3d85,BLRR-008/C-1DED,Bengaluru Rural,Doddaballapura,Nelamangala Highway,0.46,Residential,Housing,bf63502d-5134-47ad-8652-6e15c33425b7,13.39225,77.404242,8261000.0,clear,None,2026-08-20T15:25:51.545348,
cb13ba8b-1fef-4f35-922d-e1dfdd915ffe,BLRR-009/1-CB13,Bengaluru Rural,Hoskote,Vijayapura,0.11,Residential,Row House,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,13.333894,77.633987,1960000.0,disputed,Court Order,2026-08-20T15:25:51.545394,
23c62b3f-ce5f-4576-be99-bf9c58af553a,BLRR-010/P-23C6,Bengaluru Rural,Nelamangala,Devanahalli Town,0.17,Residential,Apartment,9d9734a7-1703-4db3-82ad-825e8a41a5ea,13.268174,77.670351,4506000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.545437,
cea1b3a1-81c6-4a60-ac1c-9222ef8b024b,BLRR-011/C-CEA1,Bengaluru Rural,Hoskote,Devanahalli Town,0.36,Residential,Row House,518a99c7-276c-4f5f-98ae-e92d9bf6b3ac,13.345207,77.576714,6239000.0,clear,None,2026-08-20T15:25:51.545479,
7959785f-bf9c-40e8-956a-e36d40f4937b,BLRR-012/C-7959,Bengaluru Rural,Doddaballapura,Vijayapura,0.54,Residential,Apartment,c0dc331c-861c-4bb1-99dc-69d39c226fe6,13.304078,77.474633,7233000.0,clear,None,2026-08-20T15:25:51.545515,
2d4a0163-8e8b-47e8-b1d5-b47cce5a7b35,BLRR-013/2-2D4A,Bengaluru Rural,Nelamangala,Doddaballapur Cross,0.35,Residential,Duplex,09b9f80b-169e-4a15-9820-882165fe5129,13.047128,77.650228,6095000.0,clear,None,2026-08-20T15:25:51.545564,
dd282e15-d9f3-4fa8-b777-794025a61469,BLRR-014/C-DD28,Bengaluru Rural,Doddaballapura,Hoskote Industrial,0.36,Residential,Villa,4e5a68e7-3e07-44c8-8d9a-6b2d98b85c9b,13.260761,77.729648,5250000.0,disputed,Court Order,2026-08-20T15:25:51.545601,
9530553e-bd29-4c49-bce0-4cddaf7b7859,BLRR-015/3-9530,Bengaluru Rural,Doddaballapura,Nelamangala Highway,0.8,Residential,Villa,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,13.229071,77.667046,5876000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.545648,
f2ce074f-6707-4fac-a4eb-d24cafb11b2e,BLRR-016/C-F2CE,Bengaluru Rural,Devanahalli,Nelamangala Highway,1.85,Commercial,Warehouse,09b9f80b-169e-4a15-9820-882165fe5129,13.080094,77.412605,17137000.0,clear,None,2026-08-20T15:25:51.545681,
bf5c7f6b-e375-44db-bdb6-97f0658ab716,BLRR-017/Q-BF5C,Bengaluru Rural,Hoskote,Bagalur,1.06,Commercial,Office,bf63502d-5134-47ad-8652-6e15c33425b7,13.170089,77.412533,21931000.0,clear,None,2026-08-20T15:25:51.545726,
11f41021-0bc9-451e-a54d-d6bac6e3b00e,BLRR-018/B-11F4,Bengaluru Rural,Doddaballapura,Nelamangala Highway,1.0,Commercial,Showroom,c0dc331c-861c-4bb1-99dc-69d39c226fe6,13.303518,77.520951,37744000.0,clear,None,2026-08-20T15:25:51.545770,
ffc3ecd9-390a-4581-a640-a81df727b615,BLRR-019/A-FFC3,Bengaluru Rural,Devanahalli,Vijayapura,2.42,Commercial,Warehouse,bf63502d-5134-47ad-8652-6e15c33425b7,13.288015,77.723044,65314000.0,disputed,Court Order,2026-08-20T15:25:51.545802,
727ec472-1f50-4617-b395-3efbe707361f,BLRR-020/Q-727E,Bengaluru Rural,Doddaballapura,Budigere Cross,0.21,Commercial,Showroom,bf63502d-5134-47ad-8652-6e15c33425b7,13.327486,77.588291,4611000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.545840,
5904bc36-31f2-4bc1-8780-1d536c3f1bbc,BLRR-021/2-5904,Bengaluru Rural,Nelamangala,Vijayapura,1.4,Commercial,Office,09b9f80b-169e-4a15-9820-882165fe5129,13.043109,77.425131,43657000.0,clear,None,2026-08-20T15:25:51.545883,
e469a245-e7a1-4589-9090-0bbe9af237af,BLRR-022/2-E469,Bengaluru Rural,Doddaballapura,Nelamangala Highway,0.63,Commercial,Office,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,13.102518,77.572539,12470000.0,clear,None,2026-08-20T15:25:51.545924,
8469b5ea-dbad-45a9-88a4-62b0c6e85fdd,BLRR-023/A-8469,Bengaluru Rural,Hoskote,Devanahalli Town,0.75,Commercial,Showroom,c0dc331c-861c-4bb1-99dc-69d39c226fe6,13.289906,77.734443,10958000.0,clear,None,2026-08-20T15:25:51.545961,
24bf611a-4330-493c-bd46-558d55f2bd8e,BLRR-024/Q-24BF,Bengaluru Rural,Nelamangala,Budigere Cross,0.93,Commercial,Showroom,9d9734a7-1703-4db3-82ad-825e8a41a5ea,13.188801,77.414322,4987000.0,disputed,Court Order,2026-08-20T15:25:51.546005,
11601d26-c1c2-489d-b60d-f787c2e58811,BLRR-025/1-1160,Bengaluru Rural,Doddaballapura,Devanahalli Town,2.16,Commercial,Warehouse,bf63502d-5134-47ad-8652-6e15c33425b7,13.373555,77.739948,94563000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.546051,
fa05d88f-36fd-4286-848f-632e30483c6e,BLRR-026/2-FA05,Bengaluru Rural,Devanahalli,Budigere Cross,2.25,Commercial,Office,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,13.372835,77.619651,82616000.0,clear,None,2026-08-20T15:25:51.546092,
c10f0469-05c7-446b-ad52-be04b4715708,BLRR-027/2-C10F,Bengaluru Rural,Hoskote,Vijayapura,1.45,Commercial,Warehouse,9d9734a7-1703-4db3-82ad-825e8a41a5ea,13.10254,77.62847,28030000.0,clear,None,2026-08-20T15:25:51.546139,
30156760-82cc-4e5b-b3f1-c2190b5cbb64,BLRR-028/2-3015,Bengaluru Rural,Doddaballapura,Devanahalli Town,1.6,Commercial,Showroom,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,13.221565,77.559667,21855000.0,clear,None,2026-08-20T15:25:51.546204,
69a84c80-c4d2-4d5b-84a8-9550cae2da91,BLRR-029/B-69A8,Bengaluru Rural,Doddaballapura,Nelamangala Highway,1.3,Commercial,Mall,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,13.126005,77.710621,20986000.0,disputed,Court Order,2026-08-20T15:25:51.546249,
e14406c9-655e-418c-9564-28051244f036,BLRR-030/P-E144,Bengaluru Rural,Hoskote,Vijayapura,1.61,Commercial,Warehouse,c0dc331c-861c-4bb1-99dc-69d39c226fe6,13.306826,77.387821,32613000.0,mortgaged,Bank Mortgage,2026-08-20T15:25:51.546286,
b220b2c0-bd72-48f2-b0cf-bbdde8167c93,BLRR-031/B-B220,Bengaluru Rural,Nelamangala,Doddaballapur Cross,10.54,Agricultural,Plantation,9d9734a7-1703-4db3-82ad-825e8a41a5ea,13.19518,77.447124,9609000.0,clear,None,2026-08-20T15:25:51.546318,
25577ced-0212-4184-a371-533477402bcf,BLRR-032/Q-2557,Bengaluru Rural,Devanahalli,Bagalur,3.07,Agricultural,Orchard,09b9f80b-169e-4a15-9820-882165fe5129,13.060022,77.620465,21380000.0,clear,None,2026-08-20T15:25:51.546354,
69de2c16-1050-4ba2-ab81-a96dc1044612,BLRR-033/A-69DE,Bengaluru Rural,Nelamangala,Vijayapura,9.88,Agricultural,Plantation,72a28988-7259-4102-9ae0-452ede3ba196,13.229936,77.761145,62868000.0,clear,None,2026-08-20T15:25:51.546391,
0d344034-9648-4830-9065-6b5fcfc0992b,BLRR-034/Q-0D34,Bengaluru Rural,Doddaballapura,Hoskote Industrial,10.76,Agricultural,Grazing,43beba1f-be3c-46c2-ba37-6a8f01fed7d4,13.358676,77.655326,62285000.0,disputed,Court Order,2026-08-20T15:25:51.546427,
