id,parcel_id,year,market_value,govt_value,recorded_on
14f579f2-72a3-4ff2-8a29-3392e019c943,dcb5b5ef-3502-4e56-bf96-b8f59234b675,2025,22554000.0,15483000.0,2026-08-20T15:25:51.542699
ece3ba96-e457-4b77-9da5-944abf706dae,63af4242-217d-4e09-a893-f572fe27e97e,2020,9416000.0,5949000.0,2026-08-20T15:25:51.542738
cecb5313-0891-4175-960b-5283e349398d,63af4242-217d-4e09-a893-f572fe27e97e,2021,10634000.0,6920000.0,2026-08-20T15:25:51.542741
48dfca05-e894-4ea6-ab31-a247eb219818,63af4242-217d-4e09-a893-f572fe27e97e,2022,11326000.0,7529000.0,2026-08-20T15:25:51.542744
11b4326f-cf2b-4da4-b785-40a6cf2c43f9,63af4242-217d-4e09-a893-f572fe27e97e,2023,12946000.0,8080000.0,2026-08-20T15:25:51.542748
9eebe2fa-7e4a-49f9-ba04-f44f9429c7b7,63af4242-217d-4e09-a893-f572fe27e97e,2024,13990000.0,10065000.0,2026-08-20T15:25:51.542751
c886f369-8166-4335-b7e2-ba59fd802aaf,63af4242-217d-4e09-a893-f572fe27e97e,2025,15819000.0,10323000.0,2026-08-20T15:25:51.542754
73e39d8c-c111-4b54-9a4c-c3be07f3e953,f0b82a42-a99f-4bfa-bd08-400a4c96dbc4,2020,3096000.0,2102000.0,2026-08-20T15:25:51.542777
5c6b4d27-175e-4712-9248-da8ce4b488b9,f0b82a42-a99f-4bfa-bd08-400a4c96dbc4,2021,3469000.0,2253000.0,2026-08-20T15:25:51.542779
c41c9fcf-21bb-4d3f-9be5-ee7cbc692a0e,f0b82a42-a99f-4bfa-bd08-400a4c96dbc4,2022,3942000.0,2391000.0,2026-08-20T15:25:51.542781
2fb20786-d8b7-4b3e-ba9f-767726a2ac15,f0b82a42-a99f-4bfa-bd08-400a4c96dbc4,2023,4293000.0,2909000.0,2026-08-20T15:25:51.542784
b37a2b2a-1a32-4c96-ad92-0970212e9901,f0b82a42-a99f-4bfa-bd08-400a4c96dbc4,2024,4566000.0,3139000.0,2026-08-20T15:25:51.542786
62ba586e-7760-4102-af2c-379c439241c1,f0b82a42-a99f-4bfa-bd08-400a4c96dbc4,2025,5264000.0,3227000.0,2026-08-20T15:25:51.542788
97b36aa9-5df8-403f-b9f9-ab7ebf08b3d7,9d5ed069-8037-4e1b-9350-d1c6cb098911,2020,6961000.0,4660000.0,2026-08-20T15:25:51.542818
8a6b7de2-c9b0-4bad-88cc-b23753678bc4,9d5ed069-8037-4e1b-9350-d1c6cb098911,2021,7424000.0,5121000.0,2026-08-20T15:25:51.542820
67cf107a-f410-470c-8ba7-25cfa95d28c4,9d5ed069-8037-4e1b-9350-d1c6cb098911,2022,7884000.0,5283000.0,2026-08-20T15:25:51.542824
2909cf7a-f92e-4966-a2c8-acd236125d45,9d5ed069-8037-4e1b-9350-d1c6cb098911,2023,8860000.0,6223000.0,2026-08-20T15:25:51.542827
6ef3c51b-493a-4ce5-acdc-dd84e16ab792,9d5ed069-8037-4e1b-9350-d1c6cb098911,2024,9490000.0,6788000.0,2026-08-20T15:25:51.542829
d36285f5-38e6-4f61-be47-79cb97fa4886,9d5ed069-8037-4e1b-9350-d1c6cb098911,2025,10330000.0,6428000.0,2026-08-20T15:25:51.542832
86e0e38e-8d22-468b-a171-557ed515c2ce,23f0afc2-b90b-4f9d-896f-7f09a820f62d,2020,3660000.0,2265000.0,2026-08-20T15:25:51.542861
e831c62a-639b-452f-8f70-954a9d7ccfca,23f0afc2-b90b-4f9d-896f-7f09a820f62d,2021,4291000.0,2937000.0,2026-08-20T15:25:51.542863
a63f8354-a09d-4f04-b7f0-6c714cdc6967,23f0afc2-b90b-4f9d-896f-7f09a820f62d,2022,4829000.0,3469000.0,2026-08-20T15:25:51.542866
c26b7044-c0c7-4dd7-95a8-370869cfcdf2,23f0afc2-b90b-4f9d-896f-7f09a820f62d,2023,5520000.0,3317000.0,2026-08-20T15:25:51.542868
ead7ff08-541c-4eba-82d2-f5eca78d3a0c,23f0afc2-b90b-4f9d-896f-7f09a820f62d,2024,6356000.0,4042000.0,2026-08-20T15:25:51.542871
b68789e4-488f-45fa-bcd5-9eec238a18c1,23f0afc2-b90b-4f9d-896f-7f09a820f62d,2025,7183000.0,5119000.0,2026-08-20T15:25:51.542874
0f4ae14f-cf6d-46ec-9d44-102534716e44,0403cd7d-3f94-4d6b-877d-8024b8aa4227,2020,9131000.0,6446000.0,2026-08-20T15:25:51.542895
71c96983-7a5c-4210-b976-634a567b6a3f,0403cd7d-3f94-4d6b-877d-8024b8aa4227,2021,10276000.0,6838000.0,2026-08-20T15:25:51.542898
1c5cbbd0-d68e-40b6-b385-41eeb26865bd,0403cd7d-3f94-4d6b-877d-8024b8aa4227,2022,10959000.0,7341000.0,2026-08-20T15:25:51.542900
554ec7e3-75f7-46c4-ae6e-9b34ed33a618,0403cd7d-3f94-4d6b-877d-8024b8aa4227,2023,11260000.0,6928000.0,2026-08-20T15:25:51.542902
9236bc6f-7353-42d2-8aa4-d0d0020747e6,0403cd7d-3f94-4d6b-877d-8024b8aa4227,2024,12176000.0,8619000.0,2026-08-20T15:25:51.542904
adf670d4-d0fe-4608-bcb5-4faf93de4e12,0403cd7d-3f94-4d6b-877d-8024b8aa4227,2025,13423000.0,9440000.0,2026-08-20T15:25:51.542907
8adffdf3-24b8-4f03-afb2-697ec5efec22,5fd73707-cbde-4ee5-9b84-f9d369dd8428,2020,11827000.0,8261000.0,2026-08-20T15:25:51.542930
3f5f08cb-afe7-45aa-b205-d794208c64a6,5fd73707-cbde-4ee5-9b84-f9d369dd8428,2021,13951000.0,8744000.0,2026-08-20T15:25:51.542932
77939467-ed82-43d6-80b3-20f76be36581,5fd73707-cbde-4ee5-9b84-f9d369dd8428,2022,15754000.0,10206000.0,2026-08-20T15:25:51.542935
4b164b28-15a2-4cbf-b6b9-ae95513628ba,5fd73707-cbde-4ee5-9b84-f9d369dd8428,2023,17606000.0,10710000.0,2026-08-20T15:25:51.542938
3441304c-9296-49f7-8b00-2425efcd36e9,5fd73707-cbde-4ee5-9b84-f9d369dd8428,2024,20738000.0,13317000.0,2026-08-20T15:25:51.542941
e5bb8c58-4da7-4cc3-8d13-6536284a7d19,5fd73707-cbde-4ee5-9b84-f9d369dd8428,2025,23344000.0,15910000.0,2026-08-20T15:25:51.542943
151ed729-5886-4c85-bf95-382dcb4fc251,1d3f5fa2-4185-4f7c-8c10-61328e5f75c3,2020,2732000.0,1736000.0,2026-08-20T15:25:51.542973
8ebb4a76-ce83-4ad6-9f91-e74963f0391b,1d3f5fa2-4185-4f7c-8c10-61328e5f75c3,2021,2963000.0,1927000.0,2026-08-20T15:25:51.542975
e1000c5e-cdfb-4ff2-8d10-10d1717f5678,1d3f5fa2-4185-4f7c-8c10-61328e5f75c3,2022,3430000.0,2337000.0,2026-08-20T15:25:51.542977
7b48d95a-64e3-47a1-8728-bc742852a657,1d3f5fa2-4185-4f7c-8c10-61328e5f75c3,2023,3774000.0,2543000.0,2026-08-20T15:25:51.542980
5d164c27-eef3-4aa3-a511-b83ccc41eeaa,1d3f5fa2-4185-4f7c-8c10-61328e5f75c3,2024,4014000.0,2672000.0,2026-08-20T15:25:51.542982
01282735-c88d-46f8-91f9-111cb7981de6,1d3f5fa2-4185-4f7c-8c10-61328e5f75c3,2025,4346000.0,2757000.0,2026-08-20T15:25:51.542984
1678f474-abad-4cd1-8cb6-ca12ea1c7613,e7178c3f-21eb-49e7-9887-0c0e877056c3,2020,8089000.0,5356000.0,2026-08-20T15:25:51.543019
1821e4dc-068b-4989-8f73-6f33f75a326d,e7178c3f-21eb-49e7-9887-0c0e877056c3,2021,8304000.0,5231000.0,2026-08-20T15:25:51.543022
2e03fc59-a985-473b-a2bc-7ceed17e2a65,e7178c3f-21eb-49e7-9887-0c0e877056c3,2022,9445000.0,6184000.0,2026-08-20T15:25:51.543025
05cff369-637d-4df8-a76f-1faa59264587,e7178c3f-21eb-49e7-9887-0c0e877056c3,2023,10211000.0,6945000.0,2026-08-20T15:25:51.543028
d34967b2-098e-437f-8646-6799ab3d22a7,e7178c3f-21eb-49e7-9887-0c0e877056c3,2024,11191000.0,7514000.0,2026-08-20T15:25:51.543030
4587f273-f9d8-4898-82ee-0a4c87321a7e,e7178c3f-21eb-49e7-9887-0c0e877056c3,2025,12105000.0,8558000.0,2026-08-20T15:25:51.543032
0a624bdc-a48e-4d1f-8a26-79bb43f13ddf,30057037-baa3-4c15-84aa-72ad87eb845b,2020,8978000.0,5807000.0,2026-08-20T15:25:51.543074
5f23df3b-bcbc-4c5f-b870-b9598b33c9cb,30057037-baa3-4c15-84aa-72ad87eb845b,2021,10654000.0,7461000.0,2026-08-20T15:25:51.543076
07336a9a-3d6c-4015-a1b7-5e4f6de40585,30057037-baa3-4c15-84aa-72ad87eb845b,2022,11950000.0,8223000.0,2026-08-20T15:25:51.543084
6494f321-b4f3-4dbe-b80c-5f9957fc0a94,30057037-baa3-4c15-84aa-72ad87eb845b,2023,13902000.0,9839000.0,2026-08-20T15:25:51.543087
048b810f-f5f6-4c4a-a8e7-53cc1653e302,30057037-baa3-4c15-84aa-72ad87eb845b,2024,15631000.0,9891000.0,2026-08-20T15:25:51.543089
ae1f83e9-90a3-4988-97d2-18183f7aad37,30057037-baa3-4c15-84aa-72ad87eb845b,2025,17902000.0,11577000.0,2026-08-20T15:25:51.543092
a3f642da-0534-41e2-aeff-a39dfe3c142d,a3cf5c96-9d9b-4901-9f7c-3626e744e286,2020,34000000.0,22601000.0,2026-08-20T15:25:51.543114
6f7d978e-16e4-4f5d-8d08-05f86b905294,a3cf5c96-9d9b-4901-9f7c-3626e744e286,2021,38820000.0,24922000.0,2026-08-20T15:25:51.543116
f4a4a0cd-2ce3-497e-8c30-b9b237f1c3b9,a3cf5c96-9d9b-4901-9f7c-3626e744e286,2022,40941000.0,28403000.0,2026-08-20T15:25:51.543120
395b5ca1-36cb-4478-a85b-09e3d01b489b,a3cf5c96-9d9b-4901-9f7c-3626e744e286,2023,44079000.0,30437000.0,2026-08-20T15:25:51.543122
a5df5d27-484c-4c97-acea-aee6b208481c,a3cf5c96-9d9b-4901-9f7c-3626e744e286,2024,48294000.0,30132000.0,2026-08-20T15:25:51.543124
9954e1cd-8913-4786-8efe-a428a4bda584,a3cf5c96-9d9b-4901-9f7c-3626e744e286,2025,49168000.0,30400000.0,2026-08-20T15:25:51.543127
2ee7eddc-f333-4c7e-a009-7c7211e13ace,a1d6c4e3-cddc-4871-9696-4e94ab69330f,2020,14814000.0,9788000.0,2026-08-20T15:25:51.543148
b679d704-85d0-4412-9a5b-937127b4603d,a1d6c4e3-cddc-4871-9696-4e94ab69330f,2021,16330000.0,11463000.0,2026-08-20T15:25:51.543150
c6b9f2f3-3ae6-4e6e-828d-7131ee1a687b,a1d6c4e3-cddc-4871-9696-4e94ab69330f,2022,18558000.0,11370000.0,2026-08-20T15:25:51.543153
d74fd960-ee5e-4364-aadc-7650ec5c0c48,a1d6c4e3-cddc-4871-9696-4e94ab69330f,2023,20660000.0,13972000.0,2026-08-20T15:25:51.543156
2d867023-8656-4be5-9070-af48af443e47,a1d6c4e3-cddc-4871-9696-4e94ab69330f,2024,22638000.0,15504000.0,2026-08-20T15:25:51.543158
0ff32ca3-529b-4c3f-bc1e-f163f820ad89,a1d6c4e3-cddc-4871-9696-4e94ab69330f,2025,24420000.0,16802000.0,2026-08-20T15:25:51.543161
a9677635-7bd5-498b-b977-952706572080,e41281c5-18a9-4a62-a7c6-8cceaa0d9572,2020,8497000.0,5185000.0,2026-08-20T15:25:51.543185
85cd6468-e38e-465d-9c2d-f76f816f9cb7,e41281c5-18a9-4a62-a7c6-8cceaa0d9572,2021,8978000.0,5913000.0,2026-08-20T15:25:51.543187
624d1c6c-1563-4b97-8d0d-a3a97e424212,e41281c5-18a9-4a62-a7c6-8cceaa0d9572,2022,9635000.0,6579000.0,2026-08-20T15:25:51.543190
26c53c5b-dcc1-4ecc-b63e-ccadcd5076c4,e41281c5-18a9-4a62-a7c6-8cceaa0d9572,2023,10249000.0,6753000.0,2026-08-20T15:25:51.543193
6c810c6c-b3b9-458a-b776-132f476758be,e41281c5-18a9-4a62-a7c6-8cceaa0d9572,2024,11071000.0,6766000.0,2026-08-20T15:25:51.543196
ca6ab2c2-cf9d-49e8-ad4f-1f8672fe051b,e41281c5-18a9-4a62-a7c6-8cceaa0d9572,2025,11455000.0,7824000.0,2026-08-20T15:25:51.543198
a0ec20d8-ec03-4542-927c-5c4907c5e57e,4127d80b-6e7b-4277-a8e4-3602770e6ee1,2020,13655000.0,9789000.0,2026-08-20T15:25:51.543226
10861bd8-e9d5-4e17-ade8-11acbd6a3d79,4127d80b-6e7b-4277-a8e4-3602770e6ee1,2021,15452000.0,10564000.0,2026-08-20T15:25:51.543229
f9c99a2e-122e-4077-a95c-b96361da9c5f,4127d80b-6e7b-4277-a8e4-3602770e6ee1,2022,16755000.0,11799000.0,2026-08-20T15:25:51.543231
451cea84-8854-465a-8993-9a57f63c4600,4127d80b-6e7b-4277-a8e4-3602770e6ee1,2023,19060000.0,13432000.0,2026-08-20T15:25:51.543233
0abf08d0-3480-411c-b363-365e2fc0cdde,4127d80b-6e7b-4277-a8e4-3602770e6ee1,2024,21315000.0,13990000.0,2026-08-20T15:25:51.543235
fd04e290-a3cb-436d-a865-d9f600d154af,4127d80b-6e7b-4277-a8e4-3602770e6ee1,2025,23529000.0,14638000.0,2026-08-20T15:25:51.543238
2fdabb1f-919b-4bdb-b499-1ed50a0808ae,1e45661d-2eb1-4484-bc04-7aa975f4c8df,2020,106018000.0,72013000.0,2026-08-20T15:25:51.543261
c42904de-644d-4fb4-8fe4-193510419a48,1e45661d-2eb1-4484-bc04-7aa975f4c8df,2021,114822000.0,71288000.0,2026-08-20T15:25:51.543263
825e8186-7476-40be-8e36-65b421058d9c,1e45661d-2eb1-4484-bc04-7aa975f4c8df,2022,124141000.0,74524000.0,2026-08-20T15:25:51.543265
1204e0a2-1103-4be3-b572-7b1b1750858d,1e45661d-2eb1-4484-bc04-7aa975f4c8df,2023,138013000.0,92642000.0,2026-08-20T15:25:51.543268
c688fe47-5179-4b52-88c0-8ecebd51ebbe,1e45661d-2eb1-4484-bc04-7aa975f4c8df,2024,148531000.0,93244000.0,2026-08-20T15:25:51.543271
87d6a0c8-841e-4f6b-97d7-b373a28a46b7,1e45661d-2eb1-4484-bc04-7aa975f4c8df,2025,165474000.0,113244000.0,2026-08-20T15:25:51.543274
ea182c54-fb69-4a7e-af7b-b007150df885,0b0fbe6a-76bb-44a2-b2e4-7cdccb20083a,2020,129240000.0,86819000.0,2026-08-20T15:25:51.543296
7eec6423-d1ca-4c55-9573-723d6814ccbc,0b0fbe6a-76bb-44a2-b2e4-7cdccb20083a,2021,147783000.0,101696000.0,2026-08-20T15:25:51.543298
d27025ff-694d-44cd-bdcb-f2653f893e23,0b0fbe6a-76bb-44a2-b2e4-7cdccb20083a,2022,161756000.0,97556000.0,2026-08-20T15:25:51.543300
a8c1d3ec-4f2e-4f66-9e32-fad3fa484e4f,0b0fbe6a-76bb-44a2-b2e4-7cdccb20083a,2023,176043000.0,119870000.0,2026-08-20T15:25:51.543302
68bde94f-7b56-48a2-8244-4eff7e03613e,0b0fbe6a-76bb-44a2-b2e4-7cdccb20083a,2024,203520000.0,136451000.0,2026-08-20T15:25:51.543306
ead2dc17-aec1-4525-b629-dbbc470101b9,0b0fbe6a-76bb-44a2-b2e4-7cdccb20083a,2025,215384000.0,148996000.0,2026-08-20T15:25:51.543308
a972d83d-f84c-4c2a-ae0e-60593fd048d2,0621d252-c6f2-49a8-8c76-ece355e80df8,2020,24979000.0,15851000.0,2026-08-20T15:25:51.543341
9d7ca35d-2327-4a75-979b-5884a786850c,0621d252-c6f2-49a8-8c76-ece355e80df8,2021,28515000.0,18768000.0,2026-08-20T15:25:51.543344
c8a7047c-f31a-4c04-aacb-73e3615011dd,0621d252-c6f2-49a8-8c76-ece355e80df8,2022,29565000.0,19974000.0,2026-08-20T15:25:51.543346
39318b32-524b-40e1-a983-3acdb188fafe,0621d252-c6f2-49a8-8c76-ece355e80df8,2023,33802000.0,23160000.0,2026-08-20T15:25:51.543349
b34b962a-a07b-48e6-b274-39e41bd0f4e8,0621d252-c6f2-49a8-8c76-ece355e80df8,2024,35828000.0,21556000.0,2026-08-20T15:25:51.543351
f2549ac5-eae8-4ed7-a388-3f0adddcd110,0621d252-c6f2-49a8-8c76-ece355e80df8,2025,39332000.0,24660000.0,2026-08-20T15:25:51.543353
e9afa683-3ad4-40ef-8cca-457ec9b188f6,7ee35808-0472-414c-91ab-626673f14c5d,2020,29348000.0,18450000.0,2026-08-20T15:25:51.543380
a534d116-abc0-4926-a61a-712c7b6c0e4d,7ee35808-0472-414c-91ab-626673f14c5d,2021,32278000.0,22682000.0,2026-08-20T15:25:51.543383
8fa7484b-58d4-4855-bbc9-de774ccd2e75,7ee35808-0472-414c-91ab-626673f14c5d,2022,36845000.0,23514000.0,2026-08-20T15:25:51.543387
e4deb970-f15d-4860-b283-f86e7ca3183e,7ee35808-0472-414c-91ab-626673f14c5d,2023,42145000.0,29907000.0,2026-08-20T15:25:51.543389
1e121429-fd92-4961-b7ae-444cbd5ab734,7ee35808-0472-414c-91ab-626673f14c5d,2024,47762000.0,34322000.0,2026-08-20T15:25:51.543391
4aa142de-2157-47cc-a9d3-6c229776e929,7ee35808-0472-414c-91ab-626673f14c5d,2025,55781000.0,37833000.0,2026-08-20T15:25:51.543395
564bc324-8b76-40c2-8655-633f19b0692d,14ad25fb-1f5a-4124-b163-cba122ac57a3,2020,72030000.0,50889000.0,2026-08-20T15:25:51.543417
48a2a9cc-a8d4-4b8c-8e5a-7ebc5a469e6f,14ad25fb-1f5a-4124-b163-cba122ac57a3,2021,81887000.0,54448000.0,2026-08-20T15:25:51.543419
a107ec33-cc21-4094-8ce6-3be7d3d481d6,14ad25fb-1f5a-4124-b163-cba122ac57a3,2022,94600000.0,59425000.0,2026-08-20T15:25:51.543422
6957c460-34a8-4e9b-9d56-5075674bf2bd,14ad25fb-1f5a-4124-b163-cba122ac57a3,2023,108876000.0,69080000.0,2026-08-20T15:25:51.543424
13eb57c3-d308-43fe-9f04-8c3335e21605,14ad25fb-1f5a-4124-b163-cba122ac57a3,2024,121423000.0,74171000.0,2026-08-20T15:25:51.543427
14e9f7fb-f1c6-4417-8dba-69d23bbef413,14ad25fb-1f5a-4124-b163-cba122ac57a3,2025,145566000.0,100622000.0,2026-08-20T15:25:51.543430
fedbbd59-88be-4b74-8bba-09a682e684e5,ed6eda0c-5761-44e7-aad1-cafb3de29aa6,2020,50795000.0,32300000.0,2026-08-20T15:25:51.543457
cac2e3db-6c4e-4c69-97a3-c5b1ce95a949,ed6eda0c-5761-44e7-aad1-cafb3de29aa6,2021,58105000.0,39676000.0,2026-08-20T15:25:51.543459
e466a006-dc2e-495f-ac3b-c9ec878adf25,ed6eda0c-5761-44e7-aad1-cafb3de29aa6,2022,64603000.0,41104000.0,2026-08-20T15:25:51.543461
7a7af098-bbb7-4567-9f83-8288a1da92b9,ed6eda0c-5761-44e7-aad1-cafb3de29aa6,2023,76425000.0,53681000.0,2026-08-20T15:25:51.543464
d75382ab-042d-401c-82bf-cab997a42b52,ed6eda0c-5761-44e7-aad1-cafb3de29aa6,2024,83001000.0,53599000.0,2026-08-20T15:25:51.543466
182e164d-9d18-4375-86f5-fcaf74e95671,ed6eda0c-5761-44e7-aad1-cafb3de29aa6,2025,96562000.0,61366000.0,2026-08-20T15:25:51.543468
7258ab32-7c94-4f8b-af15-67a092382d35,1f920b66-929b-4773-af6c-204907d7e670,2020,13101000.0,9157000.0,2026-08-20T15:25:51.543496
24a9726a-1ac2-4241-af41-37e4e98e893f,1f920b66-929b-4773-af6c-204907d7e670,2021,15092000.0,10516000.0,2026-08-20T15:25:51.543498
cca59f1f-5731-4277-bfd0-1729919dd866,1f920b66-929b-4773-af6c-204907d7e670,2022,17424000.0,11163000.0,2026-08-20T15:25:51.543500
96d19432-cf61-42c6-95e9-162409e2924e,1f920b66-929b-4773-af6c-204907d7e670,2023,19062000.0,13640000.0,2026-08-20T15:25:51.543503
f2524045-73c0-42cd-8eaa-69a8d95d8e2e,1f920b66-929b-4773-af6c-204907d7e670,2024,21697000.0,15535000.0,2026-08-20T15:25:51.543505
327e1ba2-0f57-4f6a-9e6b-ad48a2f48872,1f920b66-929b-4773-af6c-204907d7e670,2025,25745000.0,17684000.0,2026-08-20T15:25:51.543507
8dd10df7-002e-46c4-a61e-a43a1137c106,4b80a6c7-3aba-4704-a115-dd3cee05be06,2020,5819000.0,3921000.0,2026-08-20T15:25:51.543551
71fee0c7-b677-4a5f-b896-aa5c2a3ab41d,4b80a6c7-3aba-4704-a115-dd3cee05be06,2021,6572000.0,4164000.0,2026-08-20T15:25:51.543553
295559c4-99c3-46ab-a4f6-ad46140b0ffd,4b80a6c7-3aba-4704-a115-dd3cee05be06,2022,7269000.0,4551000.0,2026-08-20T15:25:51.543556
90ebb554-4fd3-4273-a29b-40ff6e13263c,4b80a6c7-3aba-4704-a115-dd3cee05be06,2023,8040000.0,5052000.0,2026-08-20T15:25:51.543558
40a6f99b-00f1-4741-b31d-b49bcf1c9965,4b80a6c7-3aba-4704-a115-dd3cee05be06,2024,8979000.0,6444000.0,2026-08-20T15:25:51.543562
38903acc-7497-421d-bfd2-de696c61fca4,4b80a6c7-3aba-4704-a115-dd3cee05be06,2025,10081000.0,7139000.0,2026-08-20T15:25:51.543564
015d2d5c-57ae-4720-8ad0-f817e08b176b,f7a6cd85-350e-47d3-a9c9-fbe0861fa989,2020,22810000.0,13860000.0,2026-08-20T15:25:51.543596
03359f9d-b8ac-4e7b-8793-1bd4fe80085b,f7a6cd85-350e-47d3-a9c9-fbe0861fa989,2021,25693000.0,16532000.0,2026-08-20T15:25:51.543599
68ad3a25-5954-43e8-9309-b1cdd2c9e64d,f7a6cd85-350e-47d3-a9c9-fbe0861fa989,2022,28605000.0,18715000.0,2026-08-20T15:25:51.543601
354d69f4-81ae-4011-9542-62b09f16b482,f7a6cd85-350e-47d3-a9c9-fbe0861fa989,2023,30869000.0,20800000.0,2026-08-20T15:25:51.543603
723700f8-9973-43f6-88f5-55daa7d502df,f7a6cd85-350e-47d3-a9c9-fbe0861fa989,2024,35121000.0,24903000.0,2026-08-20T15:25:51.543607
4719a918-fcd8-4253-882d-f3e997d880c6,f7a6cd85-350e-47d3-a9c9-fbe0861fa989,2025,38606000.0,24561000.0,2026-08-20T15:25:51.543610
14de4f9a-8c40-4fe3-8a52-8dd60412cd16,239b4b64-4c0c-4213-86b7-32bf6dac5bc3,2020,42535000.0,27432000.0,2026-08-20T15:25:51.543638
71bfcc5d-e941-44dc-b86b-bf9914384c81,239b4b64-4c0c-4213-86b7-32bf6dac5bc3,2021,45534000.0,32364000.0,2026-08-20T15:25:51.543640
5039ad1e-5374-42d4-a3a7-47be6b897326,239b4b64-4c0c-4213-86b7-32bf6dac5bc3,2022,50013000.0,35000000.0,2026-08-20T15:25:51.543642
12c80d92-c5b3-46ba-b671-b28badebe89e,239b4b64-4c0c-4213-86b7-32bf6dac5bc3,2023,55310000.0,33827000.0,2026-08-20T15:25:51.543645
8c17956a-20fc-460f-bd48-e1981d38f29b,239b4b64-4c0c-4213-86b7-32bf6dac5bc3,2024,63495000.0,44282000.0,2026-08-20T15:25:51.543647
e3c0a390-7327-45c4-904c-c0cd00f29926,239b4b64-4c0c-4213-86b7-32bf6dac5bc3,2025,69351000.0,46491000.0,2026-08-20T15:25:51.543649
f6f95121-99b8-4967-80d5-33ea2806bd22,c41ce1e2-2bec-462c-a7e9-8242edf7f8a1,2020,54556000.0,35357000.0,2026-08-20T15:25:51.543676
ab87f9b1-9a9b-4d08-baad-33a2d73be890,c41ce1e2-2bec-462c-a7e9-8242edf7f8a1,2021,60594000.0,40960000.0,2026-08-20T15:25:51.543679
cc085c75-980a-4cc7-a0fa-63bcec8185cf,c41ce1e2-2bec-462c-a7e9-8242edf7f8a1,2022,68582000.0,47290000.0,2026-08-20T15:25:51.543682
e789a933-e7fd-4e3c-81bb-2655234bd96e,c41ce1e2-2bec-462c-a7e9-8242edf7f8a1,2023,79045000.0,51409000.0,2026-08-20T15:25:51.543686
08b2c9eb-503e-4756-b0c2-9b29b2f66b9b,c41ce1e2-2bec-462c-a7e9-8242edf7f8a1,2024,90770000.0,58493000.0,2026-08-20T15:25:51.543688
623b939d-350f-4081-9469-0b0665dfeff7,c41ce1e2-2bec-462c-a7e9-8242edf7f8a1,2025,105827000.0,73361000.0,2026-08-20T15:25:51.543691
5b99eaba-8ca8-4893-b178-d4e4a7591131,3746c2dc-3843-40f6-bc41-060998d7c861,2020,16350000.0,10155000.0,2026-08-20T15:25:51.543717
7dd1b454-dcdd-441c-900b-94b975c1e638,3746c2dc-3843-40f6-bc41-060998d7c861,2021,17125000.0,11721000.0,2026-08-20T15:25:51.543720
73debe1d-d7ec-480d-b15c-3ba27ff028c2,3746c2dc-3843-40f6-bc41-060998d7c861,2022,18467000.0,12927000.0,2026-08-20T15:25:51.543723
05d8abbf-4f5b-4c50-83db-2ff478e83226,3746c2dc-3843-40f6-bc41-060998d7c861,2023,20134000.0,12255000.0,2026-08-20T15:25:51.543726
f2432f16-9253-4c02-bb36-8a293286c0d5,3746c2dc-3843-40f6-bc41-060998d7c861,2024,21627000.0,13086000.0,2026-08-20T15:25:51.543728
f53cdc28-3324-49b5-b2fb-4bf9e6f8808d,3746c2dc-3843-40f6-bc41-060998d7c861,2025,22008000.0,15638000.0,2026-08-20T15:25:51.543730
418fde77-f21e-4c07-9e81-b9aeb65c067d,bae67161-db7c-4524-862a-8cfde8755b93,2020,41280000.0,25333000.0,2026-08-20T15:25:51.543750
